No,Review
83,"Daun yang Jatuh Tak Pernah Membenci Angin. Wah, membaca judulnya saja sudah terasa kental akan sisi memaafkan, keikhlasan, dan... penerimaan. Benar begitu bukan? Hehehe. Tapi setelah saya selesai membaca novel setebal 264 halaman ini, ada begitu banyak hal lainnya yang bisa ditangkap. Cie, tangkap. Emangnya bola kasti. Haha abaikan. 

Selain bla bla bla yang saya sebut di atas ada juga hal menarik lain seperti, tentang kerja keras, kekeluargaan, berbagi, rahasia nama pena atau tulis menulis. Yap! Tokohnya adalah seorang penulis. Dan masih banyak lagi.
Lebih lengkapnya baca sendiri ya! :p

Ini adalah novel ke sekian karya Tere Liye yang saya baca. Seperti novel lain yang sudah-sudah, buku ini membuat saya terhenyak serta banyak berpikir lama. Termenung lama. Dan jatuh hati. Selalu.

Cerita dimulai dengan tokoh utama bernama Tania, remaja berusia sebelas tahun yang hidup miskin. Tinggal bersama adik laki-laki dan ibunya di rumah kardus dekat sungai pembuangan. Ayahnya meninggal sejak Tania delapan tahun. Sementara sang ibu sakit-sakitan. Sehari-hari Tania dan Dede--adiknya--mengamen dari satu bis ke bis lain untuk bertahan hidup. Sampai akhirnya ia bertemu dengan Om Danar.

Sejak pertemuan itu hidup Tania berubah. Dia mulai sekolah, segala kebutuhan dicukupi oleh Om Danar. Baik makanan juga tempat tinggal. Ada setitik harapan hidup yang lebih baik. Tania dan Dede adalah anak yang cerdas. Mereka bisa mengejar pendidikan dengan kemampuan dan kemauan yang tinggi. Malahan Tania mendapat beasiswa pendidikan SMA di Singapura.

Tapi sebelum keberangkatan, ibu Tania sakit keras, kanker paru-paru stadium IV. Membuat Tania bimbang memutuskan pergi atau tidak. Tak lama hal menyakitkan itu beneran datang. 

Benar-benar sedih membaca bagian ini. 

Hiks!

Bagaimana tidak sedih, jika melihat ibu kita meninggal?

Huhuhu.

Di sinilah Tere Liye mengajarkan keikhlasan. Nasihat itu datang dari ucapan Om Danar.

""Bahwa hidup harus menerima. Penerimaan yang indah. Bahwa hidup harus mengerti. Pengertian yang benar. Bahwa hidup harus memahami. Pemahaman yang tulus. Tak peduli lewat apa penerimaan, pengertian, dan pemahaman itu datang. Tak masalah meski lewat kejadian yang sedih dan menyakitkan. Seperti Daun yang jatuh tak pernah membenci angin. Dia membiarkan dirinya jatuh begitu saja. Tak melawan. Mengikhlaskan semuanya

Sedih banget, nget. 

Tidak berhenti sampai di sini, kisah Tania terus berlanjut. Bulir-bulir cinta mulai tumbuh terhadap Om Danar. Tapi bagaimana dengan Om Danar sendiri. Belum jelas apakah ia juga mencintai Tania. Pertanyaan ini terus menggerus perasaan Tania. 

Di bagian akhir ada satu bagian yang sangat saya suka. 

Dia (Om Danar) memang sempurna, tapi dia tidak sempurna. 

Well, memang beginilah kenyataan hidup. Tidak ada manusia yang sempurna. Semenarik apa pun seseorang itu, ia tetap mempunyai sisi buruknya. Sekarang mengkin belum terlihat. Cepat atau lambat kenyataan itu harus kita terima. Perlu banyak ilmu untuk menyikapi kekurangan ini. 

Well, akhirnya selesai juga me-review-nya. Buku ini terbit pertama kali tahun 2010, sementara sekarang sudah tahun 2016. 

Wow!

Enam belas tahun yang lalu! Apakah terlalu terlambat?

Mungkin. 

Tapi tidak bagi yang belum membacanya. Buku ini tetap menarik kok. Tetap segar. Tidak ketinggalan jaman. Terbukti saat beberapa waktu lalu--masih di tahun 2016--saat saya berkunjung ke rumah teman. Sebut saja namanya Mr. M. Ketika itu dia membongkar saya punya tas. Mr. M langsung nyeletuk, ""Ini apa? Ih ini buku keren banget. Baru kali ini aku lihat ada buku dengan judul sebagus ini. Pinjem dong."" Padahal seumur-umur saya mengenalnya. Mr M ini sangat tidak suka membaca buku. Hahaha.

Tak lama setelah kejadian itu, entah profil FB, BBM, atau medsos lain. Digonta-gantinya dengan gambar DYJTPMA.

Sekian.
Terima kasih."
84,Salah satu novel dengan pembahasaan yang unik dari Tere Liye. Dan menurutku alur ceritanya cukup bikin penasaran.
85,"Banyak hal yang tidak akan terduga terjadi kapan, di mana, pada siapa dan oleh siapa saja. Satu dari sekian banyak fase kehidupan yang enggan manusia hindari adalah kehilangan. Padahal sesuatu (orang) yang dicintai bisa hilang dari kehidupan walaupun begitu banyak kenangan yang tidak dapat dilupakan. Mungkin berat menerima kehilangan, namun karena tidak ada jalan selain penerimaan yang baik, pengertian yang baik dan pemahaman yang baik, maka mau-tidak mau ketiga hal tersebut harus dijalani. Itulah daun yang tak pernah membenci angin
Lika-liku kehidupan Tania seperti daun yang terbawa angin. Perjalanan hidup menjadi seorang anak jalanan (pengamen)telah menjadi batu loncatan bagi kehidupan berikutnya. Tidak mungkin dia, anak gadis 11 tahun, memilih menjadi seorang anak yatim yang tinggal di rumah kardus bersama adiknya laki-laki kalau takdir tidak menghendakinya .
Keseharian menjadi pengamen bus kota ia lakoni seperti biasa bersama adik laki-lakinya. Tak ada yang menyuruhnya untuk menjadi pengamen. Namun Tania mengerti bahwa dia harus membantu ibunya. Suatu hari seorang preman mabuk meminta uang hasil mengamen dan mengancam keselamatan mereka, melihat adiknya dicekik sampai pucat pasi tidak ada jalan lain uang hasil jerih payah dia relakan untuk preman itu. Akhirnya ia pulang malam untuk mengganti uang yang tadi ia berikan pada preman dengan mengamen di bus.Dipertemukan dengan Danar, seorang pemuda berusia 23 tahun garagara sebuah paku payung yang tertancap di Kaki Tania. Itulah awal mula Danar menjadi penolong bagi keluarga Tania hingga sering bertemu di bus setiap hari. Maka terjalin komunikasi antara mereka.
Sejak mengetahui kondisi perekonomian keluarga Tania, interaksi antara Danar dan keluarga Tania begitu kerap. Hingga akhirnya Danar lah yang menyuruh (membiayai) Tania serta Adiknya (Dede) melanjutkan sekolahnya. Kehidupan mereka dari waktu demi waktu mulai membaik. Danar, yang sudah dianggap sebagai malaikat penolong begitu sayang kepada keluarga Tania. Bahkan ibu Tania sudah menganggap anak Pada Danar. Terlebih kasih sayangnya sebagai kakak, sahabat dan orang tua Ia curahkan selepas ibu Tania meninggal dunia. Namun satu hal yang mengganjal di hati Tania tentang perasaannya yang tak bisa ia pungkas dan tak berani untuk mengungkapkan dengan jujur pada Danar. Sebuah perasaan yang tidak seperti adik kepada Kakaknya. Dan Tania biarkan begitu saja perasaan itu ia pupuk. Hingga akhirnya Danar menikah dengan pilihannya yang akhirnya banyak terungkap teka-teki Danar.
Hidup itu harus menerima, penerimaan yang indah. Bahwa hidup itu harus mengerti, pengertian yang benar. Bahwa hidup itu harus memahami, pemahaman yang tulus. Tak peduli lewat apa penerimaan, pengertian, pemahaman itu datang. Tak masalah meski lewat kejadian yang sedih dan menyakitkan (halaman 196). 
Novel ini tak kalah inspiratif dengan karya Tere-Liye sebelumnya. Kisah yang dituangkan dalam novel ini menyadarkan bahwa antara cinta dan kehilangan selalu ada dalam kehidupan. Bukan hanya cinta antara lawan jenis atau kerabat. Namun semua yang bersangkut paut dengan cinta. Dengan novel ini pembaca diajak untuk bangkit dari kesedihan yang berlarut. Menjadikan energi kesedihan sebagai energi untuk terus menerus berbuat kebaikan. 
Karena, kata Tere-Liye, kebaikan itu seperti pesawat terbang. Jendela-jendela bergetar, layar TV bergoyang, telepon genggam terinduksi saat pesawat lewat. Kebaikan merambat tanpa mengenal batas. Bagai garpu tala yang berisonansi. Kebaikan itu menyebar dengan cepat (halaman 184). "
87,"Tania dan Dede, adalah sepasang kakak beradik yang sehari-harinya bekerja sebagai pengamen jalanan. Suatu hari, saat sedang mengamen di sebuah bis pada kepulangan mereka ke rumah, Tania dan Dede bertemu dengan seorang lelaki yang kemudian menjadi malaikat dalam kehidupan mereka. Laki-laki itu bernama Danar. Malam itu dia menolong Tania yang kakinya tertusuk paku payung. Dan seterusnya, dialah penopang kehidupan Tania, Dede dan ibunya. Pertemuan dengan Danar juga mengajarkan Tania sebuah perasaan baru. Tania yang saat itu berusia 11 tahun tanpa sadar sudah jatuh cinta pada malaikatnya.

Hari-hari setelah kehadiran Danar merupakan sebuah awal yang baru dalam kehidupan Tania. Dia dan adiknya bisa bersekolah kembali, mereka bisa tinggal di tempat tinggal yang lebih layak, dan ibunya bisa memulai usaha yang dulu diidam-idamkannya. Sayangnya kebahagiaan itu harus ternoda. Dua tahun berselang, ibu Tania meninggal dunia. Tania dan Dede resmi menjadi yatim piatu. Disinilah kembali Danar menjelma menjadi malaikat bagi Tania dan Dede. Sepeninggal ibunya, Tania dan Dede diboyong ke kontrakannya.

Waktu terus berjalan. Tania yang cerdas berhasil mendapat beasiswa untuk bersekolah di Singapura. Bertahun-tahun terpisah nyatanya tak membuat perasaan Tania kepada Danar menghilang begitu saja. Malah seiring dengan pertumbuhannya perasaan itu semakin membesar. Tania yang tumbuh menjadi seorang gadis cantik dan dia pun merasa pantas untuk mendampingi Danar. Baginya rentang usia 14 tahun bukanlah masalah.

Sayangnya cinta itu tak pernah tersampaikan. Danar memutuskan menikah. Tania pun larut dalam upaya menghilangkan kesedihan. Bekerja tanpa henti. Berubah menjadi pribadi yang berbeda. Hingga akhirnya rahasia itu mulai terungkap.

*****

Untuk urusan bercerita, Tere Liye memang tak perlu diragukan lagi. Sudut pandang yang digunakan adalah sudut pandang orang pertama, dengan Tania sebagai tokoh utamanya. Alur cerita dibuat secara flashback untuk setiap bab-nya. Sedang untuk editing, saya menemukan satu kesalahan pengetikan nama Tania menjadi Ratna. Lalu karena dalam novel ini Tania selalu menyebut nama Danar dengan dia maka kadang saya harus benar-benar cermat dalam kalimat demi kalimat dalam novel ini. Penggunaan panggilan dia ini juga kalau menurut saya berpotensi menimbulkan rasa bosan bagi pembaca, mengingat betapa seringnya Tania menyebutkan kata dia dalam upayanya mengurai kenangan.

Secara keseluruhan, novel ini cukup menarik untuk dibaca. Dan seperti biasa, Tere Liye selalu menyisakan pertanyaan di akhir novel-novel yang dibuatnya. Apalah kalimat yang dibisikkan Danar di telinga Tania pada saat itu?"
88,"Daun yang jatuh tidak pernah membenci angin, berkisah tentang kenangan dan cinta yang dialami oleh seorang gadis cantik dan pintar bernama Tania. Seperti sebuah lego yang disusun satu persatu hingga menjadi utuh, kisah dalam novel yang ditulis oleh Tere Liye ini sanggup menghanyutkan hati pembaca pada setiap potongan ceritanya.

Ketika berumur 11 tahun, kerasnya kehidupan membuat Tania dan Dedeadik Taniaterpaksa mencari uang dengan mengamen dari satu bus kota ke bus yang lainnya, hal tersebut mereka lakukan demi menghidupi diri mereka dan sang ibu yang sakit-sakitan. Ayah Tania meninggal ketika Tania berumur 8 tahun. Sejak saat itu pula kehidupan mereka yang pas-pasan berbalik menjadi serba kekurangan. Tania, Dede, dan Ibunya diusir dari rumah kontrakan lalu memutuskan untuk tinggal di rumah kardus dekat dengan sungai dan tempat pembuangan.

Ketika Tania dan Dede sedang mengamen, tanpa sengaja Tania menginjak sebuah paku payung pada telapak kaki tanpa alasnya. Tania kecil mencoba menahan rasa sakit sementara adiknya hanya bisa panik tanpa tahu harus melakukan apa. Orang-orang dalam bus hanya melirik Tania yang kesakitan tanpa rasa iba. Ketika itulah, seorang pria muda datang menolong dan membalut kaki Tania dengan sapu tangan putih miliknya.

Pria itu bernama Danar, malaikat yang dikirimkan Tuhan untuk merubah kehidupan Tania, Dede, dan Ibunya. Pria yang membuka babak baru yang lebih baik dalam kehidupan Tania, juga menjadi cinta pertama baginya.

Sudut pandang orang pertama yang digunakan oleh Tere Liye dalam novel ini membuat emosi dan penyampaian melalui sudut pandang Tania menjadi cukup baik dan dapat dinikmati pembaca. Alur maju-mundur yang penulis ingin coba sampaikan dalam bercerita sama sekali tidak membingungkan pembaca. Sang penulis sangat baik dalam merangkai sebuah cerita hingga menemukan benang merahnya.

Walau ini adalah kali pertama saya membaca novel karya Tere Liye, nampaknya saya mulai jatuh cinta dengan gaya penulisan yang sederhana namun bermakna khas beliau. Saya cukup menikmati cerita dalam novel ini dari awal hingga akhir cerita, walau saya merasa cerita dalam novel ini cukup klise dan masih tergolong mudah ditebak bagian akhirnya

Satu hal yang membuat saya ingin memberikan komentar pada novel Daun yang Jatuh Tak Pernah Membenci Angin yaitu karakter Danar yang saya rasa kurang terlihat dan melekat di dalam cerita. Entahlah, mungkin karena di dalam novel ini, Tania seolah bercerita mengenai dirinya dan perasaan cintanya, juga ia menceritakan tokoh Danar dari sudut pandangnya.

Over all, saya sangat menikmati novel yang saya baca dalam waktu 3-4 jam ini, terlebih saya sangat menyukai tema percintaan beda usia."
89,"Daun yang jatuh tak pernak membenci angin. Dia membiarkan dirinya jatuh begitu saja. Tak melawan. Mengikhlaskan semuanya.

Bahwa hidup harus menerima, penerimaan yang indah. Bahwa hidup harus mengerti, pengertian yang benar. Bahwa hidup harus memahami, pemahaman yang tulus.Tak peduli lewat apa penerimaan, pengertian, pemahaman itu datang. Tak masalah meski lewat kejadian yang sedih dan menyakitkan. Biarkan dia jatuh sebagaimana mestinya. Biarkan angin merengkuhnya, membawa pergi entah kemana.


Buku ini dari judulnya aja udah indah dan keren.

gak nyangka ternyata buku ini mengisahkan tentang kehidupan sepasang kakak beradik yaitu Tania dan Dede.
Kedua anak ini harus rela putus sekolah karena keterbatasan ekonomi setelah ayah mereka meninggal. sedih sih awal dari buku ini. Tulisan om tere liye di buku ini bikin aku bener-bener merasakan gimana susahnya hidup tanpa ayah dan dengan ibu yang sedang sakit, mereka berdua harus rela tinggal di rumah kardus dan mencari uang dengan cara menjadi pengamen.

Tapi kehidupan mereka berubah karena ketemu dengan pria baik hati yang bernama danar. 
Danar adalah seorang karyawan dan juga penulis buku anak-anak. karena kebaikannya yang seperti malaikat si karakter utama dalam buku ini yaitu Tania mengagumi si danar ini, bukan karena kebaikannya aja tapi karena danar juga punya wajah yang sangat menawan.
Perlahan-lahan kehidupan keluarga tania dan dede membaik mereka berdua bisa melanjutkan sekolah,dan ibu mereka pun bisa berjualan lagi.
Karakter yang jadi penghalang untuk tania pun datang yaitu ratna. Ratna adalah teman dari danar mereka berdua pun cukup dekat, bukan cuma itu aja masalah yang tania hadapi, jarak umur mereka pun yang beda 14 tahun juga bukan masalah yang sepele.
jadi gimana nasib perasaan yang tania punya?
apakah akan berbalas indah atau justru akan meluap dan hilang begitu saja? yah baca aja bukunya. 

Pokoknya akhir cerita dari buku ini benar-benar sangat masuk akal tidak seperti sinetron. akhir dari kisah danar dan tania ini sesuai sekali dengan judul novel ini. kalian akan mengerti kenapa judulnya ""Daun yang jatuh tak pernah membenci angin"" kalo udah baca bukunya sampe akhir.

Aku kasih tiga bintang karena ada beberapa yang menurut aku janggal di buku ini. salah satunya yang masih aku ingat adalah si tania dapet ASEAN scholarship waktu SD dan bisa lanjutin SMP di singapura. apakah beneran ada beasiswa begitu? 
penulisan tere liye dibuku ini pun masih ada yang berantakan mulai dari kata ganti ""Dia"" yang sering muncul entah untuk siapa.

Aku tetap suka buku ini karena masuk akal banget. gak Drama sama sekali."
91,"Novel Tere-Liye ini berhasil membuat aku pensaran setengah mati. Awalnya aku membacanya sudah sampai halaman 100 berapa gitu, dan jam sudah menunjukkan pukul 9 malam dan waktunya aku tidur. Tetapi aku tak bisa tidur dengan nyenyak karna memikirkan novel ini kelanjutannya seperti apa jadi aku terbangun saat jam menunjukkan pukul 3 subuh. Aku melanjutkan membacanya hingga jam setengah 6. Dan aku merasa perjuangan ku tidak sia-sia karna novel ini amat bagus.
Awalnya aku tahu tentang novel ini dari kakak aku yang bisa di bilang penggemar Tere-Liye. Dia sudah lama ingin membaca novel ini tetapi tidak kesampaian karna susah di cari di Gramedia Pontianak. Saat aku membaca sinopsisnya aku tertarik, karna sebelumnya aku sudah menonton film Hafalan Shalat Delisa yang dengan sukses membuat aku nangis bombay di bioskop.
Aku menyukai filmnya, dan jadilah aku bulan Maret lalu membeli novel ini di salah satu website buku online terbesar di Indonesia. Hem, sebenarnya bukan karna kakakku juga yang membuat aku penasaran dengan novel ini, teman ku di EKC juga bilang bajwa novel ini bagus dan aku juga telah membaca beberapa resensi novel ini di Google dan ternyata pendapat mereka hampir sama tentang novel ini.
Aku tidak akan membahas bagaimana jalan ceritanya, karna menurutku lebih baik membacanya sendiri saja. Buat aku novel ini bagus dan memberikan pelajaran bahwa jika manusia berusaha dengan giat maka dia akan berhasil di kemudian hari. Begitu juga dengan jalan hidup Tania yang dari seorang pengamen jalanan bisa sukses di negeri orang, yaitu di Singapura.
Ah, iya hampir lupa. Saat membaca awal-awal cerita, jujur saja aku sangat amat kesal sekali sama sosok Tania di cerita karna menurutku terlalu egois. Tapi jika aku berada di posisinya waktu masih kecil aku juga akan melakukan hal yang sama. Karna pola pikir anak kecil memang masih belum bisa di kendalikan karna mereka masih terlalu kecil untuk mengerti."
95,"Perasaan saat baca buku ini rasanya seperti kamu sedang naik roller coster dimana kereta kamu sedang menanjak dengan perlahan untuk menunggu, menunggu, dan menunggu sebelum akhirnya 'terjun bebas'.

Aku sempet berpikir aku telat 6 tahun baca buku ini. Tapi setelah di timbang2, aku baca buku ini di saat yang tepat. Bayangkan kalo aku baca novel ini 6 tahun yang lalu saat aku berumur 15 tahun, mungkin buku ini bakal langsung terlepas dari tangan aku dan gak berminat lagi bacanya. Kenapa? Karena buku ini membuat kita menunggu, menunggu, dan menunggu sebelum akhirnya 'terjun bebas'
Sama banget kaya roller coster, saat 'terjun bebas' itu, gak semua orang bisa menikmatinya. sesaat setelah terjun bebas pasti ada yang lega/plong dan ada juga yang trauma dengan itu. Mungkin diriku yang 6 tahun lalu bakalan trauma dengan buku ini, karena buku ini terlalu menyakitkan untuk di hadapi. Tapi seiring waktu, aku semakin besar dan otomatis pernah mengalami pahitnya hidup, aku jadi 'menolerir' genre semacam ini. Lets face it, hidup gak selalu indah kan :')
Bahkan cerita2 di buku dongeng2 sekalipun, tokohnya selalu mengalami hal pahit dulu.
Bedanya, ini bukan dongeng, ini hidup nyata dimana kenyataan tidak selalu sesuai dengan kenyataan.
Walaupun fiksi, setidaknya buku ini mengingatkan hal itu, gak semuanya berakhir happily ever after.

Endingnya? Pasti banyak pro dan kontra masalah ending. Aku gak akan spoiler kok, tapi menurut aku, ending nya adalah ending yang paling wise untuk kondisi para tokoh. Karena apapun yang keluar dari mulut kak danar (sang hero), tindakan yang di ambil tania (sang heroine) setelah itu adalah pilihan terbaik.

Terimakasih buat cerita yang amat, hm, apa ya? Bijaksana? Cocok kah kata itu?
Yah, kurang lebih semacam itulah :)
Terimakasih sudah membawa 'kereta roller coster' ke kamarku.
5 solid stars!!"
96,"Setelah ribet-ribet mengurus beberapa hal di kampus, sesuai rencana saya pergi ke Zoe. Memutuskan membaca buku ini tanpa ekspektasi tinggi, ternyata buku ini memberi saya lebih. 
Tania, gadis manis berumur sebelas tahun yang bertahan hidup dari hasil mengamen bersama adik nya, Dede. Tania dan Dede harus bercengkrama dengan debu-debu jalanan setelah ayahnya meninggal dan ibunya sakit. Suatu ketika, sang malaikat datang. Dia adalah Danar, pria yatim piatu berusia dua puluh lima tahun. Dengan mudahnya ia masuk ke kehidupan Tania dan keluarga. Kehadiran sang malaikat membawa banyak perubahan di dalam hidup Tania. Dan tanpa sang malaikat sadari, Tania diam-diam memendam rasa.
Sebuah novel yang menarik. Benar-benar takjub dengan kebaikan hati Danar yang mengalir tanpa henti. Saya jadi membayangkan sempurna nya sosok seorang Danar, pria dermawan yang dicintai anak-anak. Namun seperti pesan dalam buku ini. Tidak ada manusia yang sempurna, cintalah yang sempurna. Ternyata dibalik kesempurnaan Danar, ia menyimpan sesuatu, yang tidak pernah Tania bayangkan sebelumnya.
Setelah melahap habis buku ini, saya langsung terdiam. Ternyata tebakan saya tentang ending buku ini meleset total. Benar-benar ending yang menyedihkan, namun mengajarkan kita untuk menerima kenyataan yang ada. 
Yang saya suka di buku ini adalah sosok Dede. Anak kecil rewel yang dalam waktu singkat menjelma menjadi pria dewasa. Dibalik celetukan-celetukan lucu khas abg nya, Dede menyimpan rahasia yang ia punya dalam-dalam. Jadi pengen punya ade kaya Dede hehe :)
Satu hal yang agak mengganjal hati saya adalah penyampaian ending yang terkesan terburu-buru, tidak semulus penyampaian cerita di awal.
But overall buku ini masih sangat layak untuk kamu baca, sayang sekali jika kamu lewatkan. Selamat membaca !"
98,"apa yang akan aku tulis ini sangat sangat subyektif,dan sayangnya aku sadar dari mulai huruf pertama kau eja.
apakah kau ingin tahu alasannya?
baiklah aku akan menuliskannya untukmu.

Pada suatu waktu, pada suatu tempat, aku merasakan sesuatu yang entah, terhadap seseorang. 
Dalam nyamanku bersamanya, kuungkapkan semua perasaan2ku, pikiran2ku, keinginan2ku, bahkan mimpi mimpi konyolku padanya.
dan dia berkata ""titi, kamu jatuh cinta"".

Pernahkah kamu mencinta -kalau benar itu cinta- dengan kesadaran penuh, bahwa cinta itu tiada ujung selain perpisahan? hopeless love !

dan di suatu senja yang muram, ketika anginpun bertiup enggan, dalam perjalanan pulangku, kulihat selembar daun terbang dari rantingnya, melewati mukaku, dan akhirnya jatuh dekat kakiku. 
aku merasa, itulah kiranya nasib cintaku.
sempurna nelangsa.

aku menulis :
sehelai daun berbisik pada ranting tempatnya bergantung,
setelah sekian waktu bersama
setelah sepanjang waktu itu berbagi makna
'selalu ada yang perih,
setiap kuingat saat perpisahan'
rantingpun memikirkan kata pelepasan

tapi buat para pecinta sejati, tak pernah peduli apa nasib cintanya.
karena cinta itu memberi energi, energi untuk selalu memberi.
sebagaimana tania, meski perih hati menahan cinta yang tak pernah sanggup ia ungkapkan dan tak pernah mendapat jawaban, 
tapi dia tetap menjalani hidupnya, meneruskan kehidupannya, 
dapat melanjutkan studi dengan hasil yang sangat bagus. sangat sangat bagus malahan. 
meski membaca buku ini, berderai derai air mataku, tapi yang membuatku mencintai buku ini, adalah, karena tere dengan telak menuliskan segala perasaanku yang aku sendiri tak dapat melukiskannya.

terima kasih tere"
99,"Buku pertama Tere-Liye yang saya baca. Covernya menarik. Saya suka filosofi daun yang jatuh tidak pernah membenci angin, menurut saya memiliki makna mendalam untuk senantiasa ikhlas dalam hidup. Saya pikir buku ini bercerita tentang perjuangan hidup, awalnya.

Saya tidak merasakan kentalnya perjuangan hidup seorang gadis miskin, Tania yang bekerja sebagai pengamen jalanan untuk keluarganya. Tadinya saya berharap buku ini akan konflik keluarga miskin yang bertahan untuk hidup layak. Keluarga miskin yang ingin maju.Namun buku ini justru lebih menceritakan tentang bagaimana Tania, pada akhirnya jatuh cinta kepada malaikat penolongnya, Danar.

Dalam buku ini dijelaskan,betapa Tania merupakan perempuan yang dewasa bahkan pada usianya yang masih muda. Namun behaviour yang ditunjukkan Tania seringkali berlawanan. Tania masih sangat kekanak-kanakan, ditunjukkan dengan gaya bahasa orang pertama dari sudut pandang Tania. Bagi saya, kedewasaan ditunjukkan dengan keputusan keputusan yang dia ambil, bukan dari penjelasan dari si tokoh sendiri. Biar pembaca yang menilai.
Karakter Danar, sang pahlawan pun tidak seksatria sosok pahlawan. Mungkin karena pengaruh penggunaan sudut pandang pertama Tania tidak mampu menggambarkan karakter seorang Danar, sehingga pembaca tidak begitu mengenal Danar. Selalu Tania. Bagi usianya yang matang, Danar rapuh. Kecewa sebenarnya dengan karakter Danar ini, seandainya saja penulis mengizinkan kita untuk lebih mengenal Danar, bagaimana masa lalu membentuknya menjadi sedemikian rupa.

Saya justru kagum pada tokoh Ratna.

Gaya bahasa secara umum mengalir dengan baik. Penggambaran suasanya juga lumayan."
101,"Kemarin ceritanya lagi jalan ke gramedia buat nyariin American Gods buat dikasihin ke pacar. Eh, kok pas di rak best seller ada buku ini yang bertengger di samping ""Negeri Para Bedebah"" karangan Tere-Liye juga. Kebetulan itu buku yang dibawa cowok yang gue suka pas pertama kali ketemu (ya yang skg jadi cowok gue ini). Jadilah gue penasaran, apalagi judul bukunya juga cantik.

Daun yang Jatuh Tak Pernah Menbenci Angin..
Buku ini nyeritain soal Tania (namanya sama kaya gue) yang jatuh cinta sama om-om dengan selisih umur 14 tahun dari dia. Nah si om yang bernama Danar ini jadi 'malaikat' penolong buat Tania, Dede (adeknya Tania) dan Ibunya dari keterpurukan hidup setelah kematian ayahnya.

Kalau dari segi cerita sih bagus, cuma ada beberapa poin yang kurang ngena di gue. Konflik-konfliknya kurang terbangun dengan indah (tsaahhh!) apalagi di bagian ending-nya. Gue gak ngerti aja kenapa orang sedewasa Danar tiba-tiba berubah jadi jadi ABG labil yang gak bisa nentuin pilihannya sendiri malah kesannya jadi gak bertanggung jawab sama 'cewek artis' a.k.a Ratna yang akhirnya dinikahin sama Danar gara-gara dia sibuk galau-in Tania. 

Tapi dibalik hal-hal yang gak gue suka itu, gue enjoy ngebaca cerita ini, Tere berhasil bawa gue menghayati frase demi frase yang ada di buku ini. So, good job, Tere!

Daun yang Jatuh Tak Pernah Membenci Angin.. Daun itu bukannya marah karena angin membawanya pergi jauh dari ""rumah""-nya, tapi justru menerima dengan ikhlas kemanapun angin itu menerbangkannya."
102,"""Daun Yang Jatuh Tak Pernah Membenci Angin"".
Membaca judulnya cukup membuat saya ingin tau apa maksudnya. Disitulah cerdiknya Tere Liye supaya orang2 penasaran & ingin membaca buku ini, termasuk saya.

Ini buku ke empat Tere Liye yg saya baca, n menurut saya ceritanya cukup bagus. Jadi, saya memberi tiga bintang dari lima karena saya sudah dapat mengerti maksud dari judulnya di empat chapter awal, dan sebenarnya cerita di buku ini ""too good to be true."" Kenapa? Tidak banyak orang2 seperti tokoh2 dalam buku ini--Tania, Dede & Ibu mereka, Danar & Ratna--, kisah hidup mereka, karakter mereka; mungkin bisa dibilang langka. Mereka tampan, cantik, cerdas, dan baik hati. But, I realize that this is just a fiction story afterall. Meski sebenarnya saya berharap tokoh utamanya tidak cakap rupa, tapi sangat baik hati, n mereka saling menerima dengan segala kondisi apapun.

Setelah membaca buku ini, dengan segala ""kesempurnaan"" mereka n masa lalu yg cukup pedih, saya mempelajari keikhlasan dalam menjalani hidup. Itulah makna dari judul buku ini. Seperti dalam ungkapan ini juga, yang saya jadikan pedoman:
""...hidup harus menerima...penerimaan yang indah. Hidup harus mengerti...pengertian yang benar. 
Dan hidup harus memahami...pemahaman yang tulus..."". (page 196)

Cerita ini beralur maju-mundur, dimulai dimana Tania bertekad mengakhiri semua yang dia rasa. Lalu kemudian pembaca akan dibawa flashback ke masa lalunya. 
Menurut saya, buku ini cocok dibaca oleh para remaja agar mereka juga termotivasi u/ terus belajar tanpa mengenal lelah. Overall, this book is quite good."
